episode,selectivity,bucket_id,q_pre_before,q_post_before,chosen_strategy,was_guardrail,latency_ms,recall,reward,q_pre_after,q_post_after,gt_latency_ms,filter_name
1,0.248992,4,1.0,1.0,pre_filter,False,20.2369,1.0,0.325436,0.932544,1.0,25.9627,"overall IN (3,4)"
2,0.881823,20,1.0,1.0,post_filter,False,8.3824,1.0,0.720588,1.0,0.972059,29.4803,"overall IN (1,4,5)"
3,0.859249,20,1.0,0.972059,pre_filter,False,56.5702,1.0,0.0,0.9,0.972059,25.2231,overall>=3.0
4,0.906777,21,1.0,1.0,post_filter,True,0.8638,1.0,0.971207,1.0,0.997121,24.973,overall>=2.0
5,0.210713,2,1.0,1.0,pre_filter,False,11.5175,1.0,0.616082,0.961608,1.0,25.3862,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
6,0.210713,2,0.961608,1.0,post_filter,False,1.4348,1.0,0.952174,0.961608,0.995217,32.7132,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo')"
7,0.050727,0,1.0,1.0,pre_filter,False,2.7895,1.0,0.907018,0.990702,1.0,25.58,"main_cat IN ('Computers', 'Tools & Home Improvement')"
8,0.774129,19,1.0,1.0,pre_filter,False,43.788,1.0,0.0,0.9,1.0,25.1221,"overall IN (1,3,5)"
9,0.180604,1,1.0,1.0,pre_filter,False,10.1139,1.0,0.662869,0.966287,1.0,24.9771,"main_cat IN ('Camera & Photo', 'Computers', 'Cell Phones &amp; Accessories')"
10,0.319094,7,1.0,1.0,post_filter,False,1.5031,1.0,0.949897,1.0,0.99499,25.0551,"overall IN (1,2,4)"
11,0.270385,5,1.0,1.0,post_filter,False,1.6887,1.0,0.94371,1.0,0.994371,25.1841,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
12,0.230635,3,1.0,1.0,pre_filter,False,12.5948,1.0,0.580174,0.958017,1.0,25.0044,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
13,0.906777,21,1.0,0.997121,post_filter,True,1.005,1.0,0.9665,1.0,0.994059,25.1549,overall>=2.0
14,0.092237,0,0.990702,1.0,post_filter,False,1.2401,1.0,0.958662,0.990702,0.995866,24.8741,main_cat='Home Audio &amp; Theater' AND overall>=3.0
15,0.836128,20,0.9,0.972059,post_filter,False,0.861,1.0,0.9713,0.9,0.971983,25.1332,"overall IN (2,4,5)"
16,0.230635,3,0.958017,1.0,pre_filter,False,12.545,1.0,0.581835,0.920399,1.0,25.057,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
17,0.300422,7,1.0,0.99499,post_filter,False,1.2606,1.0,0.957979,1.0,0.991289,25.1501,"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')"
18,0.751008,19,0.9,1.0,pre_filter,False,47.6101,1.0,0.0,0.81,1.0,25.768,"overall IN (1,2,5)"
19,0.658182,18,1.0,1.0,post_filter,False,1.2506,1.0,0.958312,1.0,0.995831,24.9628,verified=true AND overall>=3.0
20,0.319094,7,1.0,0.991289,post_filter,False,1.2519,1.0,0.958271,1.0,0.987987,24.7914,"overall IN (1,2,4)"
21,0.774129,19,0.81,1.0,post_filter,False,0.8249,1.0,0.972504,0.81,0.99725,24.9941,"overall IN (1,3,5)"
22,0.881823,20,0.9,0.971983,post_filter,False,0.8891,1.0,0.970363,0.9,0.971821,24.9993,"overall IN (1,4,5)"
23,0.680906,18,1.0,0.995831,post_filter,False,1.0814,1.0,0.963953,1.0,0.992643,26.7078,"overall IN (3,5)"
24,0.270385,5,1.0,0.994371,post_filter,False,1.1806,1.0,0.960647,1.0,0.990999,48.8102,"main_cat IN ('Home Audio & Theater', 'Books', 'Tools & Home Improvement')"
25,0.050727,0,0.990702,0.995866,post_filter,False,5.0292,1.0,0.832361,0.990702,0.979516,28.4375,"main_cat IN ('Computers', 'Tools & Home Improvement')"
26,0.12068,1,0.966287,1.0,pre_filter,False,16.5847,0.9,0.260415,0.8957,1.0,27.9875,"main_cat IN ('Camera &amp; Photo', 'Cell Phones &amp; Accessories', 'Tools & Home Improvement')"
27,0.929351,21,1.0,0.994059,post_filter,True,3.4643,1.0,0.884522,1.0,0.983105,27.4216,"overall IN (1,2,4,5)"
28,0.230635,3,0.920399,1.0,post_filter,False,1.7254,1.0,0.942487,0.920399,0.994249,26.5566,"main_cat IN ('Camera & Photo', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')"
29,0.160682,1,0.8957,1.0,post_filter,False,1.8493,1.0,0.938356,0.8957,0.993836,26.3895,"main_cat IN ('Camera & Photo', 'Computers')"
30,0.70348,19,0.81,0.99725,post_filter,False,2.5454,1.0,0.915153,0.81,0.989041,28.7216,"overall IN (1,5)"
